Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message
177257,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Winter 2010-11,12/01/2010,11.7,
168539,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,Bushwick (CD4),Winter 2010-11,12/01/2010,12.8,
171654,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Winter 2010-11,12/01/2010,38.9,
167632,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2011,12/01/2010,36.4,
173182,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409,Southeast Queens,Winter 2010-11,12/01/2010,11.4,
176603,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Annual Average 2011,12/01/2010,22.9,
172652,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Annual Average 2011,12/01/2010,26.6,
172663,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Annual Average 2011,12/01/2010,28.2,
170339,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502,South Beach and Willowbrook (CD2),Annual Average 2011,12/01/2010,9.5,
173185,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,306308,Chelsea-Village,Winter 2010-11,12/01/2010,15.4,
176600,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Annual Average 2011,12/01/2010,25.8,
171650,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407,Southwest Queens,Winter 2010-11,12/01/2010,29.5,
170316,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Annual Average 2011,12/01/2010,9.7,
177262,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,502,Stapleton - St. George,Winter 2010-11,12/01/2010,11.6,
170330,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407,Flushing and Whitestone (CD7),Annual Average 2011,12/01/2010,10.1,
170318,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,Coney Island (CD13),Annual Average 2011,12/01/2010,9.4,
165872,375,Nitrogen dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Winter 2010-11,12/01/2010,32.2,
175371,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Winter 2010-11,12/01/2010,27.7,
172674,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Annual Average 2011,12/01/2010,35.1,
172675,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Annual Average 2011,12/01/2010,35,
177227,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Winter 2010-11,12/01/2010,14.7,
165862,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Winter 2010-11,12/01/2010,40.1,
168569,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502,South Beach and Willowbrook (CD2),Winter 2010-11,12/01/2010,11.7,
177261,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501,Port Richmond,Winter 2010-11,12/01/2010,12.2,
177251,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Winter 2010-11,12/01/2010,13.6,
168516,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105,Midtown (CD5),Winter 2010-11,12/01/2010,17,
177258,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,Jamaica,Winter 2010-11,12/01/2010,11.9,
168549,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,314,Flatbush and Midwood (CD14),Winter 2010-11,12/01/2010,12.5,
172648,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Annual Average 2011,12/01/2010,21.1,
172666,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Annual Average 2011,12/01/2010,25.2,
174198,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,Annual Average 2011,12/01/2010,10.1,
174204,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,Annual Average 2011,12/01/2010,13,
174179,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Annual Average 2011,12/01/2010,10.8,
177252,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,402,West Queens,Winter 2010-11,12/01/2010,13.1,
174205,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,306308,Chelsea-Village,Annual Average 2011,12/01/2010,12.9,
176608,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2011,12/01/2010,21.6,
176620,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Annual Average 2011,12/01/2010,33.5,
168560,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407,Flushing and Whitestone (CD7),Winter 2010-11,12/01/2010,12.6,
168546,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Winter 2010-11,12/01/2010,12,
174202,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409,Southeast Queens,Annual Average 2011,12/01/2010,9.2,
174185,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205,Sunset Park,Annual Average 2011,12/01/2010,10.8,
174190,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210,Coney Island - Sheepshead Bay,Annual Average 2011,12/01/2010,9.4,
176633,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Annual Average 2011,12/01/2010,17.2,
176631,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Annual Average 2011,12/01/2010,21.1,
165882,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Winter 2010-11,12/01/2010,33.5,
165914,375,Nitrogen dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Winter 2010-11,12/01/2010,23.2,
165877,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Winter 2010-11,12/01/2010,29.2,
165891,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Winter 2010-11,12/01/2010,28.7,
165907,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Winter 2010-11,12/01/2010,30.7,
168556,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,Jackson Heights (CD3),Winter 2010-11,12/01/2010,12.4,
165892,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Winter 2010-11,12/01/2010,30.4,
178511,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Annual Average 2011,12/01/2010,11,
178521,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501,Port Richmond,Annual Average 2011,12/01/2010,9.7,
174200,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Annual Average 2011,12/01/2010,9.4,
176626,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Annual Average 2011,12/01/2010,22.1,
165905,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Winter 2010-11,12/01/2010,29,
178512,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,402,West Queens,Annual Average 2011,12/01/2010,10.6,
172660,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Annual Average 2011,12/01/2010,19,
176617,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2011,12/01/2010,39.2,
167684,375,Nitrogen dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Annual Average 2011,12/01/2010,16.3,
170323,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Annual Average 2011,12/01/2010,9.5,
171655,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Winter 2010-11,12/01/2010,38.7,
167675,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Annual Average 2011,12/01/2010,21.9,
174207,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2011,12/01/2010,9.7,
176634,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Annual Average 2011,12/01/2010,13.5,
172656,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206,Borough Park,Annual Average 2011,12/01/2010,23.3,
174206,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2011,12/01/2010,11.7,
171651,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Winter 2010-11,12/01/2010,28.4,
174187,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Annual Average 2011,12/01/2010,10.2,
167647,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Annual Average 2011,12/01/2010,23,
167661,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Annual Average 2011,12/01/2010,21.9,
167662,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Annual Average 2011,12/01/2010,23.7,
173186,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Winter 2010-11,12/01/2010,14.3,
179135,375,Nitrogen dioxide (NO2),Mean,ppb,Citywide,1,New York City,Annual Average 2011,12/01/2010,21.6,
179105,375,Nitrogen dioxide (NO2),Mean,ppb,Citywide,1,New York City,Winter 2010-11,12/01/2010,28.1,
179180,365,Fine particles (PM 2.5),Mean,mcg/m3,Citywide,1,New York City,Annual Average 2011,12/01/2010,10.1,
176625,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Annual Average 2011,12/01/2010,23.3,
179150,365,Fine particles (PM 2.5),Mean,mcg/m3,Citywide,1,New York City,Winter 2010-11,12/01/2010,12.6,
167677,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Annual Average 2011,12/01/2010,23.3,
167664,375,Nitrogen dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Annual Average 2011,12/01/2010,22.9,
173187,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2010-11,12/01/2010,12.1,
175362,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Winter 2010-11,12/01/2010,32,
175374,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Winter 2010-11,12/01/2010,20.6,
168553,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Winter 2010-11,12/01/2010,11.8,
173168,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,Winter 2010-11,12/01/2010,11.8,
175348,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Winter 2010-11,12/01/2010,28.4,
175352,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Winter 2010-11,12/01/2010,33.2,
175373,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Winter 2010-11,12/01/2010,24,
175363,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Winter 2010-11,12/01/2010,29,
174182,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202,Downtown - Heights - Slope,Annual Average 2011,12/01/2010,11.1,
174196,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401,Long Island City - Astoria,Annual Average 2011,12/01/2010,11,
173176,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401,Long Island City - Astoria,Winter 2010-11,12/01/2010,13.6,
172653,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Annual Average 2011,12/01/2010,25.3,
165898,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Winter 2010-11,12/01/2010,26.2,
165915,375,Nitrogen dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Winter 2010-11,12/01/2010,20.4,
165901,375,Nitrogen dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Winter 2010-11,12/01/2010,31.8,
172664,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Annual Average 2011,12/01/2010,27.7,
172676,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2011,12/01/2010,31.4,
172677,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2011,12/01/2010,20.5,
171657,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2010-11,12/01/2010,27.5,
171656,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Winter 2010-11,12/01/2010,36.2,
172658,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Annual Average 2011,12/01/2010,19.2,
172673,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410,Rockaways,Annual Average 2011,12/01/2010,14.3,
172647,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Annual Average 2011,12/01/2010,20.8,
167668,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Annual Average 2011,12/01/2010,19.2,
171627,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Winter 2010-11,12/01/2010,25.5,
171649,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Winter 2010-11,12/01/2010,30.7,
167685,375,Nitrogen dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Annual Average 2011,12/01/2010,13.4,
167671,375,Nitrogen dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Annual Average 2011,12/01/2010,24.7,
165902,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Winter 2010-11,12/01/2010,33.1,
173172,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301,Washington Heights,Winter 2010-11,12/01/2010,14.6,
173177,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,402,West Queens,Winter 2010-11,12/01/2010,13.1,
172669,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Annual Average 2011,12/01/2010,23.3,
315666,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,401,Long Island City - Astoria,2011,01/01/2011,2.3,
315656,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,301,Washington Heights,2011,01/01/2011,2.8,
315674,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,409,Southeast Queens,2011,01/01/2011,1.8,
315653,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,209,Bensonhurst - Bay Ridge,2011,01/01/2011,2,
315635,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,Borough,3,Manhattan,2011,01/01/2011,2.4,
315660,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,305,Upper East Side,2011,01/01/2011,2.8,
315649,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,205,Sunset Park,2011,01/01/2011,2,
315640,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,103,Fordham - Bronx Pk,2011,01/01/2011,2.2,
315647,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,2011,01/01/2011,2,
315658,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,303,East Harlem,2011,01/01/2011,2.6,
315646,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,202,Downtown - Heights - Slope,2011,01/01/2011,2.2,
315655,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,211,Williamsburg - Bushwick,2011,01/01/2011,2.1,
315636,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,Borough,4,Queens,2011,01/01/2011,2.1,
315651,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,207,East Flatbush - Flatbush,2011,01/01/2011,2.1,
315633,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,Borough,1,Bronx,2011,01/01/2011,2,
315634,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,Borough,2,Brooklyn,2011,01/01/2011,2.2,
315644,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,107,Hunts Point - Mott Haven,2011,01/01/2011,2.1,
315668,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,403,Flushing - Clearview,2011,01/01/2011,1.9,
315642,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,105,Crotona -Tremont,2011,01/01/2011,2.1,
315676,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,501,Port Richmond,2011,01/01/2011,1.8,
315638,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,101,Kingsbridge - Riverdale,2011,01/01/2011,2.2,
315664,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,309,Union Square - Lower East Side,2011,01/01/2011,2.5,
315665,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,310,Lower Manhattan,2011,01/01/2011,2.3,
315675,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,410,Rockaways,2011,01/01/2011,1.4,
315654,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,210,Coney Island - Sheepshead Bay,2011,01/01/2011,2.1,
315650,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,206,Borough Park,2011,01/01/2011,2,
315670,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,405,Ridgewood - Forest Hills,2011,01/01/2011,2.1,
315669,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,404,Bayside - Little Neck,2011,01/01/2011,1.9,
315641,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,104,Pelham - Throgs Neck,2011,01/01/2011,2,
315648,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,204,East New York,2011,01/01/2011,2.1,
315679,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,504,South Beach - Tottenville,2011,01/01/2011,1.7,
315659,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,304,Upper West Side,2011,01/01/2011,2.7,
315637,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,Borough,5,Staten Island,2011,01/01/2011,1.8,
315661,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,306,Chelsea - Clinton,2011,01/01/2011,2.9,
315639,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,102,Northeast Bronx,2011,01/01/2011,2,
315645,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,201,Greenpoint,2011,01/01/2011,2.2,
315621,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,404,Bayside - Little Neck,2011,01/01/2011,1.2,
315618,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,401,Long Island City - Astoria,2011,01/01/2011,1.8,
315608,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,301,Washington Heights,2011,01/01/2011,2.4,
227532,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,212,Williamsbridge and Baychester (CD12),2011,01/01/2011,2,
227530,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,210,Throgs Neck and Co-op City (CD10),2011,01/01/2011,2,
227544,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,312,Borough Park (CD12),2011,01/01/2011,2,
227562,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,412,Jamaica and Hollis (CD12),2011,01/01/2011,1.8,
227520,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,112,Washington Heights and Inwood (CD12),2011,01/01/2011,2.8,
227516,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,108,Upper East Side (CD8),2011,01/01/2011,2.8,
227518,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,110,Central Harlem (CD10),2011,01/01/2011,2.6,
227542,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),2011,01/01/2011,2,
315620,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,403,Flushing - Clearview,2011,01/01/2011,1.4,
315610,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,303,East Harlem,2011,01/01/2011,2.1,
227538,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,306,Park Slope and Carroll Gardens (CD6),2011,01/01/2011,2.1,
227514,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,106,Stuyvesant Town and Turtle Bay (CD6),2011,01/01/2011,2.7,
227512,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,104,Clinton and Chelsea (CD4),2011,01/01/2011,2.9,
227540,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,308,Crown Heights and Prospect Heights (CD8),2011,01/01/2011,2,
227526,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,206,Belmont and East Tremont (CD6),2011,01/01/2011,2.2,
227558,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),2011,01/01/2011,1.9,
227573,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,CD,106,Stuyvesant Town and Turtle Bay (CD6),2011,01/01/2011,2.5,
227599,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,CD,308,Crown Heights and Prospect Heights (CD8),2011,01/01/2011,1.4,
315600,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,204,East New York,2011,01/01/2011,1.4,
315607,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,211,Williamsburg - Bushwick,2011,01/01/2011,1.4,
227515,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,107,Upper West Side (CD7),2011,01/01/2011,2.7,
227564,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,414,Rockaway and Broad Channel (CD14),2011,01/01/2011,1.5,
227527,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,207,Kingsbridge Heights and Bedford (CD7),2011,01/01/2011,2.2,
227539,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,307,Sunset Park (CD7),2011,01/01/2011,2.1,
227546,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,314,Flatbush and Midwood (CD14),2011,01/01/2011,2.1,
227557,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,407,Flushing and Whitestone (CD7),2011,01/01/2011,1.9,
227574,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,CD,107,Upper West Side (CD7),2011,01/01/2011,2.4,
315616,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,309,Union Square - Lower East Side,2011,01/01/2011,2.3,
315617,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,310,Lower Manhattan,2011,01/01/2011,2.1,
315626,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,409,Southeast Queens,2011,01/01/2011,1.1,
227521,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,201,Mott Haven and Melrose (CD1),2011,01/01/2011,2.2,
227534,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,302,Fort Greene and Brooklyn Heights (CD2),2011,01/01/2011,2.3,
227510,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,102,Greenwich Village and Soho (CD2),2011,01/01/2011,2.6,
227565,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,501,St. George and Stapleton (CD1),2011,01/01/2011,1.8,
227522,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,202,Hunts Point and Longwood (CD2),2011,01/01/2011,2.1,
227533,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,301,Greenpoint and Williamsburg (CD1),2011,01/01/2011,2.2,
227551,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,401,Long Island City and Astoria (CD1),2011,01/01/2011,2.2,
227509,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,101,Financial District (CD1),2011,01/01/2011,2.5,
227581,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,CD,202,Hunts Point and Longwood (CD2),2011,01/01/2011,1.3,
315627,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,410,Rockaways,2011,01/01/2011,0.8,
315602,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,206,Borough Park,2011,01/01/2011,1.5,
315663,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,308,Greenwich Village - SoHo,2011,01/01/2011,2.6,
315662,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,307,Gramercy Park - Murray Hill,2011,01/01/2011,2.8,
315673,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,408,Jamaica,2011,01/01/2011,1.9,
315672,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,407,Southwest Queens,2011,01/01/2011,1.9,
315609,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,302,Central Harlem - Morningside Heights,2011,01/01/2011,2.1,
